dates,label,Year,Month,Yearmonth
"May 10, 2018",0,2018,May,2018-05-01
"Apr 9, 2018",1,2018,Apr,2018-04-01
"Apr 9, 2018",1,2018,Apr,2018-04-01
"Apr 5, 2018",1,2018,Apr,2018-04-01
"Apr 23, 2018",1,2018,Apr,2018-04-01
"Mar 29, 2018",1,2018,Mar,2018-03-01
"Apr 21, 2018",1,2018,Apr,2018-04-01
"Apr 5, 2018",1,2018,Apr,2018-04-01
"Apr 4, 2018",1,2018,Apr,2018-04-01
"Apr 18, 2018",1,2018,Apr,2018-04-01
"Apr 15, 2018",0,2018,Apr,2018-04-01
"Mar 31, 2018",1,2018,Mar,2018-03-01
"Apr 17, 2018",1,2018,Apr,2018-04-01
"Apr 17, 2018",1,2018,Apr,2018-04-01
"May 8, 2018",0,2018,May,2018-05-01
"Apr 2, 2018",1,2018,Apr,2018-04-01
"Apr 9, 2018",0,2018,Apr,2018-04-01
"Apr 1, 2018",1,2018,Apr,2018-04-01
"Mar 30, 2018",1,2018,Mar,2018-03-01
"Apr 12, 2018",1,2018,Apr,2018-04-01
"Apr 11, 2018",1,2018,Apr,2018-04-01
"Apr 11, 2018",1,2018,Apr,2018-04-01
"Apr 3, 2018",1,2018,Apr,2018-04-01
"Mar 17, 2018",1,2018,Mar,2018-03-01
"Mar 27, 2018",1,2018,Mar,2018-03-01
"Mar 27, 2018",1,2018,Mar,2018-03-01
"Apr 10, 2018",1,2018,Apr,2018-04-01
"Mar 27, 2018",1,2018,Mar,2018-03-01
"Apr 9, 2018",1,2018,Apr,2018-04-01
"Apr 8, 2018",1,2018,Apr,2018-04-01
"Apr 2, 2018",1,2018,Apr,2018-04-01
"Mar 24, 2018",1,2018,Mar,2018-03-01
"Mar 24, 2018",1,2018,Mar,2018-03-01
"Mar 20, 2018",1,2018,Mar,2018-03-01
"Mar 13, 2018",1,2018,Mar,2018-03-01
"Apr 6, 2018",1,2018,Apr,2018-04-01
"Mar 23, 2018",1,2018,Mar,2018-03-01
"Apr 5, 2018",1,2018,Apr,2018-04-01
"Mar 18, 2018",1,2018,Mar,2018-03-01
"Mar 21, 2018",1,2018,Mar,2018-03-01
"Mar 21, 2018",1,2018,Mar,2018-03-01
"Mar 14, 2018",1,2018,Mar,2018-03-01
"Mar 19, 2018",1,2018,Mar,2018-03-01
"Apr 1, 2018",1,2018,Apr,2018-04-01
"Apr 1, 2018",1,2018,Apr,2018-04-01
"Mar 7, 2018",1,2018,Mar,2018-03-01
"Mar 15, 2018",1,2018,Mar,2018-03-01
"Mar 29, 2018",1,2018,Mar,2018-03-01
"Feb 26, 2018",1,2018,Feb,2018-02-01
"Mar 14, 2018",1,2018,Mar,2018-03-01
"Feb 28, 2018",1,2018,Feb,2018-02-01
"Mar 13, 2018",1,2018,Mar,2018-03-01
"Jan 25, 2018",1,2018,Jan,2018-01-01
"Mar 9, 2018",1,2018,Mar,2018-03-01
"Mar 12, 2018",1,2018,Mar,2018-03-01
"Mar 12, 2018",1,2018,Mar,2018-03-01
"Mar 7, 2018",1,2018,Mar,2018-03-01
"Mar 11, 2018",1,2018,Mar,2018-03-01
"Mar 8, 2018",1,2018,Mar,2018-03-01
"Mar 7, 2018",1,2018,Mar,2018-03-01
"Mar 7, 2018",1,2018,Mar,2018-03-01
"Mar 6, 2018",1,2018,Mar,2018-03-01
"Mar 6, 2018",1,2018,Mar,2018-03-01
"Mar 6, 2018",1,2018,Mar,2018-03-01
"Mar 6, 2018",1,2018,Mar,2018-03-01
"Mar 6, 2018",1,2018,Mar,2018-03-01
"Mar 2, 2018",1,2018,Mar,2018-03-01
"Mar 5, 2018",1,2018,Mar,2018-03-01
"Mar 5, 2018",1,2018,Mar,2018-03-01
"Mar 5, 2018",1,2018,Mar,2018-03-01
"Mar 19, 2018",1,2018,Mar,2018-03-01
"Feb 16, 2018",1,2018,Feb,2018-02-01
"Mar 1, 2018",1,2018,Mar,2018-03-01
"Mar 1, 2018",1,2018,Mar,2018-03-01
"Mar 19, 2018",1,2018,Mar,2018-03-01
"Mar 4, 2018",1,2018,Mar,2018-03-01
"Mar 17, 2018",1,2018,Mar,2018-03-01
"Mar 3, 2018",1,2018,Mar,2018-03-01
"Mar 13, 2018",1,2018,Mar,2018-03-01
"Feb 26, 2018",1,2018,Feb,2018-02-01
"Feb 22, 2018",1,2018,Feb,2018-02-01
"Mar 15, 2018",1,2018,Mar,2018-03-01
"Mar 14, 2018",1,2018,Mar,2018-03-01
"Feb 27, 2018",1,2018,Feb,2018-02-01
"Feb 27, 2018",1,2018,Feb,2018-02-01
"Mar 13, 2018",1,2018,Mar,2018-03-01
"Mar 29, 2018",0,2018,Mar,2018-03-01
"Feb 26, 2018",1,2018,Feb,2018-02-01
"Feb 26, 2018",1,2018,Feb,2018-02-01
"Mar 12, 2018",1,2018,Mar,2018-03-01
"Feb 25, 2018",1,2018,Feb,2018-02-01
"Mar 11, 2018",0,2018,Mar,2018-03-01
"Mar 9, 2018",1,2018,Mar,2018-03-01
"Feb 24, 2018",1,2018,Feb,2018-02-01
"Mar 7, 2018",1,2018,Mar,2018-03-01
"Mar 31, 2018",0,2018,Mar,2018-03-01
"Feb 20, 2018",1,2018,Feb,2018-02-01
"Feb 22, 2018",1,2018,Feb,2018-02-01
"Mar 8, 2018",1,2018,Mar,2018-03-01
"Mar 8, 2018",1,2018,Mar,2018-03-01
"Mar 8, 2018",1,2018,Mar,2018-03-01
"Mar 28, 2018",0,2018,Mar,2018-03-01
"Feb 21, 2018",1,2018,Feb,2018-02-01
"Feb 21, 2018",1,2018,Feb,2018-02-01
"Feb 20, 2018",1,2018,Feb,2018-02-01
"Feb 20, 2018",1,2018,Feb,2018-02-01
"Mar 2, 2018",0,2018,Mar,2018-03-01
"Mar 6, 2018",1,2018,Mar,2018-03-01
"Mar 6, 2018",1,2018,Mar,2018-03-01
"Mar 6, 2018",1,2018,Mar,2018-03-01
"Mar 6, 2018",1,2018,Mar,2018-03-01
"Feb 19, 2018",1,2018,Feb,2018-02-01
"Feb 19, 2018",1,2018,Feb,2018-02-01
"Mar 5, 2018",1,2018,Mar,2018-03-01
"Feb 18, 2018",1,2018,Feb,2018-02-01
"Mar 3, 2018",1,2018,Mar,2018-03-01
"Mar 3, 2018",1,2018,Mar,2018-03-01
"Feb 13, 2018",1,2018,Feb,2018-02-01
"Feb 14, 2018",1,2018,Feb,2018-02-01
"Mar 14, 2018",0,2018,Mar,2018-03-01
"Feb 15, 2018",1,2018,Feb,2018-02-01
"Mar 1, 2018",1,2018,Mar,2018-03-01
"Mar 1, 2018",1,2018,Mar,2018-03-01
"Feb 11, 2018",1,2018,Feb,2018-02-01
"Feb 9, 2018",1,2018,Feb,2018-02-01
"Feb 5, 2018",1,2018,Feb,2018-02-01
"Feb 23, 2018",1,2018,Feb,2018-02-01
"Feb 26, 2018",1,2018,Feb,2018-02-01
"Feb 11, 2018",1,2018,Feb,2018-02-01
"Mar 15, 2018",0,2018,Mar,2018-03-01
"Feb 9, 2018",1,2018,Feb,2018-02-01
"Feb 23, 2018",1,2018,Feb,2018-02-01
"Feb 2, 2018",1,2018,Feb,2018-02-01
"Feb 20, 2018",1,2018,Feb,2018-02-01
"Mar 7, 2018",0,2018,Mar,2018-03-01
"Feb 8, 2018",1,2018,Feb,2018-02-01
"Feb 8, 2018",1,2018,Feb,2018-02-01
"Feb 8, 2018",1,2018,Feb,2018-02-01
"Feb 8, 2018",1,2018,Feb,2018-02-01
"Feb 8, 2018",1,2018,Feb,2018-02-01
"Feb 8, 2018",1,2018,Feb,2018-02-01
"Feb 22, 2018",1,2018,Feb,2018-02-01
"Feb 22, 2018",1,2018,Feb,2018-02-01
"Feb 19, 2018",0,2018,Feb,2018-02-01
"Feb 6, 2018",1,2018,Feb,2018-02-01
"Feb 7, 2018",1,2018,Feb,2018-02-01
"Feb 20, 2018",1,2018,Feb,2018-02-01
"Feb 4, 2018",1,2018,Feb,2018-02-01
"Feb 5, 2018",1,2018,Feb,2018-02-01
"Feb 5, 2018",1,2018,Feb,2018-02-01
"Feb 5, 2018",1,2018,Feb,2018-02-01
"Feb 5, 2018",1,2018,Feb,2018-02-01
"Feb 19, 2018",1,2018,Feb,2018-02-01
"Feb 19, 2018",1,2018,Feb,2018-02-01
"Jan 29, 2018",1,2018,Jan,2018-01-01
"Feb 4, 2018",1,2018,Feb,2018-02-01
"Feb 19, 2018",1,2018,Feb,2018-02-01
"Jan 24, 2018",1,2018,Jan,2018-01-01
"Jan 24, 2018",1,2018,Jan,2018-01-01
"Feb 3, 2018",1,2018,Feb,2018-02-01
"Feb 3, 2018",1,2018,Feb,2018-02-01
"Feb 2, 2018",1,2018,Feb,2018-02-01
"Feb 2, 2018",1,2018,Feb,2018-02-01
"Feb 2, 2018",1,2018,Feb,2018-02-01
"Feb 2, 2018",1,2018,Feb,2018-02-01
"Mar 3, 2018",0,2018,Mar,2018-03-01
"Jan 29, 2018",1,2018,Jan,2018-01-01
"Feb 1, 2018",1,2018,Feb,2018-02-01
"Feb 12, 2018",1,2018,Feb,2018-02-01
"Jan 31, 2018",1,2018,Jan,2018-01-01
"Feb 14, 2018",1,2018,Feb,2018-02-01
"Jan 27, 2018",0,2018,Jan,2018-01-01
"Feb 13, 2018",1,2018,Feb,2018-02-01
"Mar 6, 2018",0,2018,Mar,2018-03-01
"Feb 12, 2018",1,2018,Feb,2018-02-01
"Feb 28, 2018",0,2018,Feb,2018-02-01
"Jan 21, 2018",1,2018,Jan,2018-01-01
"Feb 1, 2018",1,2018,Feb,2018-02-01
"Jan 13, 2018",1,2018,Jan,2018-01-01
"Feb 6, 2018",1,2018,Feb,2018-02-01
"Feb 9, 2018",1,2018,Feb,2018-02-01
"Jan 30, 2018",1,2018,Jan,2018-01-01
"Jan 25, 2018",1,2018,Jan,2018-01-01
"Jan 25, 2018",1,2018,Jan,2018-01-01
"Jan 18, 2018",1,2018,Jan,2018-01-01
"Feb 7, 2018",1,2018,Feb,2018-02-01
"Jan 23, 2018",1,2018,Jan,2018-01-01
"Jan 23, 2018",1,2018,Jan,2018-01-01
"Jan 23, 2018",1,2018,Jan,2018-01-01
"Feb 5, 2018",1,2018,Feb,2018-02-01
"Feb 5, 2018",1,2018,Feb,2018-02-01
"Jan 30, 2018",1,2018,Jan,2018-01-01
"Jan 21, 2018",1,2018,Jan,2018-01-01
"Jan 21, 2018",1,2018,Jan,2018-01-01
"Jan 21, 2018",1,2018,Jan,2018-01-01
"Jan 21, 2018",1,2018,Jan,2018-01-01
"Jan 21, 2018",1,2018,Jan,2018-01-01
"Jan 28, 2018",1,2018,Jan,2018-01-01
"Jan 19, 2018",1,2018,Jan,2018-01-01
"Feb 2, 2018",1,2018,Feb,2018-02-01
"Jan 15, 2018",1,2018,Jan,2018-01-01
"Jan 18, 2018",1,2018,Jan,2018-01-01
"Jan 18, 2018",1,2018,Jan,2018-01-01
"Jan 18, 2018",1,2018,Jan,2018-01-01
"Jan 18, 2018",1,2018,Jan,2018-01-01
"Jan 19, 2018",1,2018,Jan,2018-01-01
"Jan 17, 2018",1,2018,Jan,2018-01-01
"Jan 17, 2018",1,2018,Jan,2018-01-01
"Jan 16, 2018",1,2018,Jan,2018-01-01
"Jan 15, 2018",1,2018,Jan,2018-01-01
"Jan 15, 2018",1,2018,Jan,2018-01-01
"Jan 15, 2018",1,2018,Jan,2018-01-01
"Jan 28, 2018",1,2018,Jan,2018-01-01
"Jan 24, 2018",1,2018,Jan,2018-01-01
"Jan 24, 2018",1,2018,Jan,2018-01-01
"Jan 22, 2018",1,2018,Jan,2018-01-01
"Jan 12, 2018",1,2018,Jan,2018-01-01
"Jan 26, 2018",1,2018,Jan,2018-01-01
"Jan 11, 2018",1,2018,Jan,2018-01-01
"Jan 11, 2018",1,2018,Jan,2018-01-01
"Jan 25, 2018",1,2018,Jan,2018-01-01
"Jan 25, 2018",1,2018,Jan,2018-01-01
"Jan 26, 2018",0,2018,Jan,2018-01-01
"Jan 7, 2018",1,2018,Jan,2018-01-01
"Jan 24, 2018",1,2018,Jan,2018-01-01
"Jan 24, 2018",1,2018,Jan,2018-01-01
"Jan 22, 2018",1,2018,Jan,2018-01-01
"Jan 9, 2018",1,2018,Jan,2018-01-01
"Jan 8, 2018",1,2018,Jan,2018-01-01
"Jan 22, 2018",1,2018,Jan,2018-01-01
"Jan 19, 2018",1,2018,Jan,2018-01-01
"Feb 6, 2018",0,2018,Feb,2018-02-01
"Jan 6, 2018",1,2018,Jan,2018-01-01
"Jan 20, 2018",1,2018,Jan,2018-01-01
"Jan 20, 2018",1,2018,Jan,2018-01-01
"Jan 19, 2018",1,2018,Jan,2018-01-01
"Jan 4, 2018",1,2018,Jan,2018-01-01
"Jan 4, 2018",1,2018,Jan,2018-01-01
"Jan 18, 2018",1,2018,Jan,2018-01-01
"Jan 9, 2018",1,2018,Jan,2018-01-01
"Dec 20, 2017",1,2017,Dec,2017-12-01
"Jan 2, 2018",1,2018,Jan,2018-01-01
"Jan 16, 2018",1,2018,Jan,2018-01-01
"Jan 7, 2018",1,2018,Jan,2018-01-01
"Dec 28, 2017",1,2017,Dec,2017-12-01
"Dec 31, 2017",1,2017,Dec,2017-12-01
"Dec 30, 2017",1,2017,Dec,2017-12-01
"Jan 10, 2018",1,2018,Jan,2018-01-01
"Dec 6, 2017",1,2017,Dec,2017-12-01
"Dec 16, 2017",1,2017,Dec,2017-12-01
"Jan 9, 2018",1,2018,Jan,2018-01-01
"Jan 10, 2018",1,2018,Jan,2018-01-01
"Jan 10, 2018",1,2018,Jan,2018-01-01
"Dec 16, 2017",1,2017,Dec,2017-12-01
"Dec 26, 2017",1,2017,Dec,2017-12-01
"Dec 26, 2017",1,2017,Dec,2017-12-01
"Jan 9, 2018",1,2018,Jan,2018-01-01
"Jan 29, 2018",0,2018,Jan,2018-01-01
"Jan 1, 2018",1,2018,Jan,2018-01-01
"Jan 8, 2018",1,2018,Jan,2018-01-01
"Dec 14, 2017",1,2017,Dec,2017-12-01
"Dec 24, 2017",1,2017,Dec,2017-12-01
"Jan 2, 2018",1,2018,Jan,2018-01-01
"Dec 21, 2017",1,2017,Dec,2017-12-01
"Jan 3, 2018",1,2018,Jan,2018-01-01
"Dec 19, 2017",1,2017,Dec,2017-12-01
"Dec 19, 2017",1,2017,Dec,2017-12-01
"Dec 15, 2017",1,2017,Dec,2017-12-01
"Dec 15, 2017",1,2017,Dec,2017-12-01
"Dec 29, 2017",1,2017,Dec,2017-12-01
"Dec 7, 2017",1,2017,Dec,2017-12-01
"Dec 13, 2017",1,2017,Dec,2017-12-01
"Dec 13, 2017",1,2017,Dec,2017-12-01
"Dec 15, 2017",1,2017,Dec,2017-12-01
"Dec 11, 2017",1,2017,Dec,2017-12-01
"Dec 11, 2017",1,2017,Dec,2017-12-01
"Dec 8, 2017",1,2017,Dec,2017-12-01
"Dec 10, 2017",1,2017,Dec,2017-12-01
"Dec 10, 2017",1,2017,Dec,2017-12-01
"Dec 5, 2017",1,2017,Dec,2017-12-01
"Dec 17, 2017",0,2017,Dec,2017-12-01
"Dec 8, 2017",1,2017,Dec,2017-12-01
"Dec 22, 2017",1,2017,Dec,2017-12-01
"Dec 22, 2017",1,2017,Dec,2017-12-01
"Dec 22, 2017",1,2017,Dec,2017-12-01
"Dec 7, 2017",1,2017,Dec,2017-12-01
"Dec 21, 2017",1,2017,Dec,2017-12-01
"Dec 2, 2017",1,2017,Dec,2017-12-01
"Dec 8, 2017",1,2017,Dec,2017-12-01
"Dec 5, 2017",1,2017,Dec,2017-12-01
"Dec 5, 2017",1,2017,Dec,2017-12-01
"Dec 19, 2017",1,2017,Dec,2017-12-01
"Dec 13, 2017",1,2017,Dec,2017-12-01
"Dec 4, 2017",1,2017,Dec,2017-12-01
"Dec 14, 2017",1,2017,Dec,2017-12-01
"Dec 13, 2017",1,2017,Dec,2017-12-01
"Nov 28, 2017",1,2017,Nov,2017-11-01
"Nov 30, 2017",1,2017,Nov,2017-11-01
"Nov 17, 2017",1,2017,Nov,2017-11-01
"Nov 29, 2017",1,2017,Nov,2017-11-01
"Nov 29, 2017",1,2017,Nov,2017-11-01
"Nov 29, 2017",1,2017,Nov,2017-11-01
"Nov 28, 2017",1,2017,Nov,2017-11-01
"Nov 27, 2017",1,2017,Nov,2017-11-01
"Nov 28, 2017",1,2017,Nov,2017-11-01
"Nov 26, 2017",1,2017,Nov,2017-11-01
"Nov 26, 2017",1,2017,Nov,2017-11-01
"Dec 8, 2017",1,2017,Dec,2017-12-01
"Dec 10, 2017",1,2017,Dec,2017-12-01
"Nov 25, 2017",1,2017,Nov,2017-11-01
"Nov 20, 2017",1,2017,Nov,2017-11-01
"Nov 23, 2017",1,2017,Nov,2017-11-01
"Dec 7, 2017",1,2017,Dec,2017-12-01
"Nov 22, 2017",1,2017,Nov,2017-11-01
"Nov 22, 2017",1,2017,Nov,2017-11-01
"Nov 22, 2017",1,2017,Nov,2017-11-01
"Nov 22, 2017",1,2017,Nov,2017-11-01
"Dec 6, 2017",1,2017,Dec,2017-12-01
"Dec 6, 2017",1,2017,Dec,2017-12-01
"Dec 6, 2017",1,2017,Dec,2017-12-01
"Nov 11, 2017",1,2017,Nov,2017-11-01
"Nov 21, 2017",1,2017,Nov,2017-11-01
"Nov 21, 2017",1,2017,Nov,2017-11-01
"Nov 21, 2017",1,2017,Nov,2017-11-01
"Nov 21, 2017",1,2017,Nov,2017-11-01
"Nov 21, 2017",1,2017,Nov,2017-11-01
"Dec 3, 2017",1,2017,Dec,2017-12-01
"Nov 20, 2017",1,2017,Nov,2017-11-01
"Nov 30, 2017",1,2017,Nov,2017-11-01
"Nov 18, 2017",1,2017,Nov,2017-11-01
"Nov 18, 2017",1,2017,Nov,2017-11-01
"Nov 14, 2017",1,2017,Nov,2017-11-01
"Nov 10, 2017",1,2017,Nov,2017-11-01
"Nov 16, 2017",1,2017,Nov,2017-11-01
"Nov 15, 2017",1,2017,Nov,2017-11-01
"Nov 29, 2017",1,2017,Nov,2017-11-01
"Nov 29, 2017",1,2017,Nov,2017-11-01
"Nov 14, 2017",1,2017,Nov,2017-11-01
"Nov 14, 2017",1,2017,Nov,2017-11-01
"Nov 27, 2017",1,2017,Nov,2017-11-01
"Nov 12, 2017",1,2017,Nov,2017-11-01
"Oct 30, 2017",1,2017,Oct,2017-10-01
"Nov 8, 2017",1,2017,Nov,2017-11-01
"Nov 10, 2017",1,2017,Nov,2017-11-01
"Nov 25, 2017",1,2017,Nov,2017-11-01
"Nov 9, 2017",1,2017,Nov,2017-11-01
"Nov 23, 2017",1,2017,Nov,2017-11-01
"Nov 5, 2017",1,2017,Nov,2017-11-01
"Nov 5, 2017",1,2017,Nov,2017-11-01
"Nov 8, 2017",1,2017,Nov,2017-11-01
"Nov 22, 2017",1,2017,Nov,2017-11-01
"Nov 22, 2017",1,2017,Nov,2017-11-01
"Oct 31, 2017",1,2017,Oct,2017-10-01
"Nov 20, 2017",1,2017,Nov,2017-11-01
"Nov 5, 2017",1,2017,Nov,2017-11-01
"Nov 19, 2017",1,2017,Nov,2017-11-01
"Dec 8, 2017",0,2017,Dec,2017-12-01
"Nov 3, 2017",1,2017,Nov,2017-11-01
"Nov 3, 2017",1,2017,Nov,2017-11-01
"Nov 2, 2017",1,2017,Nov,2017-11-01
"Nov 16, 2017",1,2017,Nov,2017-11-01
"Nov 16, 2017",1,2017,Nov,2017-11-01
"Oct 31, 2017",1,2017,Oct,2017-10-01
"Nov 15, 2017",1,2017,Nov,2017-11-01
"Nov 13, 2017",1,2017,Nov,2017-11-01
"Nov 7, 2017",1,2017,Nov,2017-11-01
"Nov 12, 2017",1,2017,Nov,2017-11-01
"Nov 12, 2017",1,2017,Nov,2017-11-01
"Nov 3, 2017",1,2017,Nov,2017-11-01
"Oct 27, 2017",1,2017,Oct,2017-10-01
"Oct 27, 2017",1,2017,Oct,2017-10-01
"Oct 23, 2017",1,2017,Oct,2017-10-01
"Oct 26, 2017",1,2017,Oct,2017-10-01
"Nov 9, 2017",1,2017,Nov,2017-11-01
"Nov 9, 2017",1,2017,Nov,2017-11-01
"Nov 6, 2017",1,2017,Nov,2017-11-01
"Oct 25, 2017",1,2017,Oct,2017-10-01
"Oct 25, 2017",1,2017,Oct,2017-10-01
"Oct 25, 2017",1,2017,Oct,2017-10-01
"Oct 21, 2017",1,2017,Oct,2017-10-01
"Nov 6, 2017",1,2017,Nov,2017-11-01
"Oct 24, 2017",1,2017,Oct,2017-10-01
"Oct 24, 2017",1,2017,Oct,2017-10-01
"Nov 7, 2017",1,2017,Nov,2017-11-01
"Nov 7, 2017",1,2017,Nov,2017-11-01
"Oct 20, 2017",1,2017,Oct,2017-10-01
"Oct 23, 2017",1,2017,Oct,2017-10-01
"Oct 23, 2017",1,2017,Oct,2017-10-01
"Oct 23, 2017",1,2017,Oct,2017-10-01
"Oct 23, 2017",1,2017,Oct,2017-10-01
"Oct 23, 2017",1,2017,Oct,2017-10-01
"Oct 23, 2017",1,2017,Oct,2017-10-01
"Oct 22, 2017",1,2017,Oct,2017-10-01
"Oct 21, 2017",1,2017,Oct,2017-10-01
"Oct 21, 2017",1,2017,Oct,2017-10-01
"Nov 4, 2017",1,2017,Nov,2017-11-01
"Nov 4, 2017",1,2017,Nov,2017-11-01
"Oct 20, 2017",1,2017,Oct,2017-10-01
"Oct 16, 2017",1,2017,Oct,2017-10-01
"Oct 19, 2017",1,2017,Oct,2017-10-01
"Oct 18, 2017",1,2017,Oct,2017-10-01
"Oct 18, 2017",1,2017,Oct,2017-10-01
"Nov 1, 2017",1,2017,Nov,2017-11-01
"Nov 1, 2017",1,2017,Nov,2017-11-01
"Nov 1, 2017",1,2017,Nov,2017-11-01
"Oct 17, 2017",1,2017,Oct,2017-10-01
"Oct 17, 2017",1,2017,Oct,2017-10-01
"Oct 17, 2017",1,2017,Oct,2017-10-01
"Oct 31, 2017",1,2017,Oct,2017-10-01
"Oct 16, 2017",1,2017,Oct,2017-10-01
"Oct 16, 2017",1,2017,Oct,2017-10-01
"Oct 13, 2017",1,2017,Oct,2017-10-01
"Oct 15, 2017",1,2017,Oct,2017-10-01
"Oct 11, 2017",1,2017,Oct,2017-10-01
"Oct 14, 2017",1,2017,Oct,2017-10-01
"Oct 25, 2017",1,2017,Oct,2017-10-01
"Oct 27, 2017",1,2017,Oct,2017-10-01
"Oct 12, 2017",1,2017,Oct,2017-10-01
"Oct 26, 2017",1,2017,Oct,2017-10-01
"Oct 26, 2017",1,2017,Oct,2017-10-01
"Oct 26, 2017",1,2017,Oct,2017-10-01
"Sep 24, 2017",1,2017,Sep,2017-09-01
"Oct 7, 2017",1,2017,Oct,2017-10-01
"Oct 10, 2017",1,2017,Oct,2017-10-01
"Oct 10, 2017",1,2017,Oct,2017-10-01
"Oct 10, 2017",1,2017,Oct,2017-10-01
"Oct 24, 2017",1,2017,Oct,2017-10-01
"Oct 24, 2017",1,2017,Oct,2017-10-01
"Oct 24, 2017",1,2017,Oct,2017-10-01
"Oct 25, 2017",0,2017,Oct,2017-10-01
"Oct 22, 2017",0,2017,Oct,2017-10-01
"Oct 9, 2017",1,2017,Oct,2017-10-01
"Oct 9, 2017",1,2017,Oct,2017-10-01
"Oct 9, 2017",1,2017,Oct,2017-10-01
"Oct 9, 2017",1,2017,Oct,2017-10-01
"Oct 23, 2017",1,2017,Oct,2017-10-01
"Oct 8, 2017",1,2017,Oct,2017-10-01
"Dec 6, 2018",1,2018,Dec,2018-12-01
"Oct 21, 2017",1,2017,Oct,2017-10-01
"Oct 21, 2017",1,2017,Oct,2017-10-01
"Oct 6, 2017",1,2017,Oct,2017-10-01
"Oct 5, 2017",1,2017,Oct,2017-10-01
"Oct 5, 2017",1,2017,Oct,2017-10-01
"Oct 5, 2017",1,2017,Oct,2017-10-01
"Oct 5, 2017",1,2017,Oct,2017-10-01
"Oct 19, 2017",1,2017,Oct,2017-10-01
"Oct 19, 2017",1,2017,Oct,2017-10-01
"Oct 4, 2017",1,2017,Oct,2017-10-01
"Oct 4, 2017",1,2017,Oct,2017-10-01
"Oct 4, 2017",1,2017,Oct,2017-10-01
"Oct 16, 2017",1,2017,Oct,2017-10-01
"Oct 3, 2017",1,2017,Oct,2017-10-01
"Oct 3, 2017",1,2017,Oct,2017-10-01
"Oct 17, 2017",1,2017,Oct,2017-10-01
"Oct 17, 2017",1,2017,Oct,2017-10-01
"Oct 2, 2017",1,2017,Oct,2017-10-01
"Oct 16, 2017",1,2017,Oct,2017-10-01
"Oct 16, 2017",1,2017,Oct,2017-10-01
"Oct 30, 2017",0,2017,Oct,2017-10-01
"Sep 30, 2017",1,2017,Sep,2017-09-01
"Sep 30, 2017",1,2017,Sep,2017-09-01
"Nov 3, 2017",0,2017,Nov,2017-11-01
"Sep 29, 2017",1,2017,Sep,2017-09-01
"Sep 29, 2017",1,2017,Sep,2017-09-01
"Sep 29, 2017",1,2017,Sep,2017-09-01
"Sep 28, 2017",1,2017,Sep,2017-09-01
"Sep 28, 2017",1,2017,Sep,2017-09-01
"Sep 29, 2017",1,2017,Sep,2017-09-01
"Sep 21, 2017",1,2017,Sep,2017-09-01
"Sep 27, 2017",1,2017,Sep,2017-09-01
"Sep 27, 2017",1,2017,Sep,2017-09-01
"Oct 11, 2017",1,2017,Oct,2017-10-01
"Oct 11, 2017",1,2017,Oct,2017-10-01
"Sep 26, 2017",1,2017,Sep,2017-09-01
"Sep 26, 2017",1,2017,Sep,2017-09-01
"Oct 10, 2017",1,2017,Oct,2017-10-01
"Sep 25, 2017",1,2017,Sep,2017-09-01
"Sep 25, 2017",1,2017,Sep,2017-09-01
"Oct 9, 2017",1,2017,Oct,2017-10-01
"Sep 24, 2017",1,2017,Sep,2017-09-01
"Sep 24, 2017",1,2017,Sep,2017-09-01
"Oct 8, 2017",1,2017,Oct,2017-10-01
"Sep 23, 2017",1,2017,Sep,2017-09-01
"Oct 7, 2017",1,2017,Oct,2017-10-01
"Sep 19, 2017",1,2017,Sep,2017-09-01
"Sep 22, 2017",1,2017,Sep,2017-09-01
"Sep 22, 2017",1,2017,Sep,2017-09-01
"Sep 22, 2017",1,2017,Sep,2017-09-01
"Oct 6, 2017",1,2017,Oct,2017-10-01
"Sep 21, 2017",1,2017,Sep,2017-09-01
"Sep 14, 2017",1,2017,Sep,2017-09-01
"Sep 17, 2017",1,2017,Sep,2017-09-01
"Sep 17, 2017",1,2017,Sep,2017-09-01
"Sep 20, 2017",1,2017,Sep,2017-09-01
"Sep 19, 2017",1,2017,Sep,2017-09-01
"Sep 19, 2017",1,2017,Sep,2017-09-01
"Sep 19, 2017",1,2017,Sep,2017-09-01
"Sep 19, 2017",1,2017,Sep,2017-09-01
"Sep 19, 2017",1,2017,Sep,2017-09-01
"Sep 18, 2017",1,2017,Sep,2017-09-01
"Sep 18, 2017",1,2017,Sep,2017-09-01
"Sep 17, 2017",1,2017,Sep,2017-09-01
"Sep 17, 2017",1,2017,Sep,2017-09-01
"Sep 17, 2017",1,2017,Sep,2017-09-01
"Sep 17, 2017",1,2017,Sep,2017-09-01
"Sep 17, 2017",1,2017,Sep,2017-09-01
"Sep 16, 2017",1,2017,Sep,2017-09-01
"Sep 12, 2017",1,2017,Sep,2017-09-01
"Sep 12, 2017",1,2017,Sep,2017-09-01
"Sep 15, 2017",1,2017,Sep,2017-09-01
"Sep 15, 2017",1,2017,Sep,2017-09-01
"Sep 11, 2017",1,2017,Sep,2017-09-01
"Sep 14, 2017",1,2017,Sep,2017-09-01
"Sep 28, 2017",1,2017,Sep,2017-09-01
"Sep 13, 2017",1,2017,Sep,2017-09-01
"Sep 13, 2017",1,2017,Sep,2017-09-01
"Sep 13, 2017",1,2017,Sep,2017-09-01
"Sep 12, 2017",1,2017,Sep,2017-09-01
