dates,label,Year,Month,Yearmonth
"Jun 16, 2018",1,2018,Jun,2018-06-01
"Jun 16, 2018",1,2018,Jun,2018-06-01
"Jun 16, 2018",1,2018,Jun,2018-06-01
"Jun 16, 2018",1,2018,Jun,2018-06-01
"Jun 30, 2018",1,2018,Jun,2018-06-01
"Jul 21, 2018",0,2018,Jul,2018-07-01
"Jun 28, 2018",1,2018,Jun,2018-06-01
"Jun 14, 2018",1,2018,Jun,2018-06-01
"Jun 14, 2018",1,2018,Jun,2018-06-01
"Jun 14, 2018",1,2018,Jun,2018-06-01
"Jun 14, 2018",1,2018,Jun,2018-06-01
"Jun 15, 2018",1,2018,Jun,2018-06-01
"Jun 14, 2018",1,2018,Jun,2018-06-01
"Jun 28, 2018",1,2018,Jun,2018-06-01
"Jun 28, 2018",1,2018,Jun,2018-06-01
"Jun 28, 2018",1,2018,Jun,2018-06-01
"Jun 29, 2018",1,2018,Jun,2018-06-01
"Jun 13, 2018",1,2018,Jun,2018-06-01
"Jul 18, 2018",0,2018,Jul,2018-07-01
"Jul 19, 2018",0,2018,Jul,2018-07-01
"Jun 13, 2018",1,2018,Jun,2018-06-01
"Jun 13, 2018",1,2018,Jun,2018-06-01
"Jun 10, 2018",1,2018,Jun,2018-06-01
"Jun 12, 2018",1,2018,Jun,2018-06-01
"Jun 12, 2018",1,2018,Jun,2018-06-01
"Jun 12, 2018",1,2018,Jun,2018-06-01
"Jun 12, 2018",1,2018,Jun,2018-06-01
"Jun 13, 2018",1,2018,Jun,2018-06-01
"Jul 18, 2018",0,2018,Jul,2018-07-01
"Jun 8, 2018",1,2018,Jun,2018-06-01
"Jun 26, 2018",1,2018,Jun,2018-06-01
"Jun 26, 2018",1,2018,Jun,2018-06-01
"Jun 26, 2018",1,2018,Jun,2018-06-01
"Jun 11, 2018",1,2018,Jun,2018-06-01
"Jun 11, 2018",1,2018,Jun,2018-06-01
"Jun 11, 2018",1,2018,Jun,2018-06-01
"Jun 7, 2018",1,2018,Jun,2018-06-01
"Jun 11, 2018",1,2018,Jun,2018-06-01
"Jun 11, 2018",1,2018,Jun,2018-06-01
"Jun 25, 2018",1,2018,Jun,2018-06-01
"Jun 25, 2018",1,2018,Jun,2018-06-01
"Jul 16, 2018",0,2018,Jul,2018-07-01
"Jun 10, 2018",1,2018,Jun,2018-06-01
"Jun 10, 2018",1,2018,Jun,2018-06-01
"Jun 10, 2018",1,2018,Jun,2018-06-01
"Jun 10, 2018",1,2018,Jun,2018-06-01
"Jun 6, 2018",1,2018,Jun,2018-06-01
"Jun 6, 2018",1,2018,Jun,2018-06-01
"Jun 6, 2018",1,2018,Jun,2018-06-01
"Jun 10, 2018",1,2018,Jun,2018-06-01
"Jun 10, 2018",1,2018,Jun,2018-06-01
"Jun 10, 2018",1,2018,Jun,2018-06-01
"Jun 9, 2018",1,2018,Jun,2018-06-01
"Jun 9, 2018",1,2018,Jun,2018-06-01
"Jun 10, 2018",1,2018,Jun,2018-06-01
"Jun 10, 2018",1,2018,Jun,2018-06-01
"Jun 23, 2018",1,2018,Jun,2018-06-01
"Jun 23, 2018",1,2018,Jun,2018-06-01
"Jun 24, 2018",1,2018,Jun,2018-06-01
"Jun 6, 2018",1,2018,Jun,2018-06-01
"Jun 8, 2018",1,2018,Jun,2018-06-01
"Jul 15, 2018",0,2018,Jul,2018-07-01
"Jun 5, 2018",1,2018,Jun,2018-06-01
"Jun 8, 2018",1,2018,Jun,2018-06-01
"Jun 8, 2018",1,2018,Jun,2018-06-01
"Jun 8, 2018",1,2018,Jun,2018-06-01
"Jun 8, 2018",1,2018,Jun,2018-06-01
"Jun 8, 2018",1,2018,Jun,2018-06-01
"Jun 9, 2018",1,2018,Jun,2018-06-01
"Jun 22, 2018",1,2018,Jun,2018-06-01
"Jul 10, 2018",0,2018,Jul,2018-07-01
"Jul 12, 2018",0,2018,Jul,2018-07-01
"Jun 7, 2018",1,2018,Jun,2018-06-01
"Jun 7, 2018",1,2018,Jun,2018-06-01
"Jun 7, 2018",1,2018,Jun,2018-06-01
"Jun 7, 2018",1,2018,Jun,2018-06-01
"Jun 8, 2018",1,2018,Jun,2018-06-01
"Jun 8, 2018",1,2018,Jun,2018-06-01
"Jun 21, 2018",0,2018,Jun,2018-06-01
"Jun 7, 2018",1,2018,Jun,2018-06-01
"Jun 7, 2018",1,2018,Jun,2018-06-01
"Jun 7, 2018",1,2018,Jun,2018-06-01
"Jun 15, 2018",0,2018,Jun,2018-06-01
"Jun 21, 2018",1,2018,Jun,2018-06-01
"Jun 6, 2018",1,2018,Jun,2018-06-01
"Jun 6, 2018",1,2018,Jun,2018-06-01
"Jun 6, 2018",1,2018,Jun,2018-06-01
"Jun 6, 2018",1,2018,Jun,2018-06-01
"Jun 6, 2018",1,2018,Jun,2018-06-01
"Jun 6, 2018",1,2018,Jun,2018-06-01
"Jun 6, 2018",1,2018,Jun,2018-06-01
"Jun 6, 2018",1,2018,Jun,2018-06-01
"Jun 7, 2018",1,2018,Jun,2018-06-01
"Jun 21, 2018",0,2018,Jun,2018-06-01
"Jun 6, 2018",1,2018,Jun,2018-06-01
"Jun 6, 2018",1,2018,Jun,2018-06-01
"Jun 6, 2018",1,2018,Jun,2018-06-01
"Jun 6, 2018",1,2018,Jun,2018-06-01
"Jun 20, 2018",1,2018,Jun,2018-06-01
"Jul 10, 2018",0,2018,Jul,2018-07-01
"Jun 5, 2018",1,2018,Jun,2018-06-01
"Jun 6, 2018",1,2018,Jun,2018-06-01
"Jun 20, 2018",0,2018,Jun,2018-06-01
"Jul 8, 2018",0,2018,Jul,2018-07-01
"Jun 5, 2018",1,2018,Jun,2018-06-01
"Jun 5, 2018",1,2018,Jun,2018-06-01
"Jun 5, 2018",1,2018,Jun,2018-06-01
"Jun 5, 2018",1,2018,Jun,2018-06-01
"Jun 5, 2018",1,2018,Jun,2018-06-01
"Jun 18, 2018",1,2018,Jun,2018-06-01
"Jun 19, 2018",1,2018,Jun,2018-06-01
"Jun 19, 2018",1,2018,Jun,2018-06-01
"Jun 19, 2018",1,2018,Jun,2018-06-01
"Jun 4, 2018",1,2018,Jun,2018-06-01
"Jun 5, 2018",1,2018,Jun,2018-06-01
"Jul 11, 2018",0,2018,Jul,2018-07-01
"May 31, 2018",1,2018,May,2018-05-01
"Jun 4, 2018",1,2018,Jun,2018-06-01
"Jun 3, 2018",1,2018,Jun,2018-06-01
"Jun 4, 2018",1,2018,Jun,2018-06-01
"Jun 4, 2018",1,2018,Jun,2018-06-01
"Jun 4, 2018",1,2018,Jun,2018-06-01
"May 30, 2018",1,2018,May,2018-05-01
"Jun 3, 2018",1,2018,Jun,2018-06-01
"Jun 4, 2018",1,2018,Jun,2018-06-01
"Jun 4, 2018",1,2018,Jun,2018-06-01
"Jun 18, 2018",0,2018,Jun,2018-06-01
"May 30, 2018",1,2018,May,2018-05-01
"Jun 3, 2018",1,2018,Jun,2018-06-01
"Jun 4, 2018",1,2018,Jun,2018-06-01
"Jun 4, 2018",1,2018,Jun,2018-06-01
"Jun 4, 2018",1,2018,Jun,2018-06-01
"Jun 4, 2018",1,2018,Jun,2018-06-01
"Jun 18, 2018",1,2018,Jun,2018-06-01
"Jun 2, 2018",1,2018,Jun,2018-06-01
"Jun 3, 2018",1,2018,Jun,2018-06-01
"May 26, 2018",1,2018,May,2018-05-01
"Jun 18, 2018",0,2018,Jun,2018-06-01
"Jun 2, 2018",1,2018,Jun,2018-06-01
"Jun 17, 2018",1,2018,Jun,2018-06-01
"Jul 7, 2018",0,2018,Jul,2018-07-01
"Jun 1, 2018",1,2018,Jun,2018-06-01
"Jun 1, 2018",1,2018,Jun,2018-06-01
"Jun 1, 2018",1,2018,Jun,2018-06-01
"Jun 16, 2018",0,2018,Jun,2018-06-01
"Jun 1, 2018",1,2018,Jun,2018-06-01
"Jun 2, 2018",1,2018,Jun,2018-06-01
"Jun 16, 2018",1,2018,Jun,2018-06-01
"May 31, 2018",1,2018,May,2018-05-01
"May 31, 2018",1,2018,May,2018-05-01
"May 31, 2018",1,2018,May,2018-05-01
"May 31, 2018",1,2018,May,2018-05-01
"Jun 1, 2018",1,2018,Jun,2018-06-01
"Jun 14, 2018",1,2018,Jun,2018-06-01
"Jul 4, 2018",0,2018,Jul,2018-07-01
"Jul 4, 2018",0,2018,Jul,2018-07-01
"May 28, 2018",1,2018,May,2018-05-01
"May 30, 2018",1,2018,May,2018-05-01
"May 30, 2018",1,2018,May,2018-05-01
"Jul 1, 2018",0,2018,Jul,2018-07-01
"Jul 5, 2018",0,2018,Jul,2018-07-01
"Jul 4, 2018",0,2018,Jul,2018-07-01
"May 26, 2018",1,2018,May,2018-05-01
"May 30, 2018",1,2018,May,2018-05-01
"May 30, 2018",1,2018,May,2018-05-01
"May 30, 2018",1,2018,May,2018-05-01
"May 30, 2018",1,2018,May,2018-05-01
"May 31, 2018",1,2018,May,2018-05-01
"Jun 11, 2018",0,2018,Jun,2018-06-01
"May 29, 2018",1,2018,May,2018-05-01
"May 29, 2018",1,2018,May,2018-05-01
"May 29, 2018",1,2018,May,2018-05-01
"May 29, 2018",1,2018,May,2018-05-01
"May 29, 2018",1,2018,May,2018-05-01
"May 30, 2018",1,2018,May,2018-05-01
"May 30, 2018",1,2018,May,2018-05-01
"Jun 11, 2018",0,2018,Jun,2018-06-01
"Jun 12, 2018",1,2018,Jun,2018-06-01
"May 28, 2018",1,2018,May,2018-05-01
"May 29, 2018",1,2018,May,2018-05-01
"Jun 11, 2018",1,2018,Jun,2018-06-01
"Jun 11, 2018",1,2018,Jun,2018-06-01
"May 27, 2018",1,2018,May,2018-05-01
"May 27, 2018",1,2018,May,2018-05-01
"May 27, 2018",1,2018,May,2018-05-01
"May 27, 2018",1,2018,May,2018-05-01
"May 27, 2018",1,2018,May,2018-05-01
"May 27, 2018",1,2018,May,2018-05-01
"May 27, 2018",1,2018,May,2018-05-01
"May 26, 2018",1,2018,May,2018-05-01
"May 27, 2018",1,2018,May,2018-05-01
"Jun 9, 2018",0,2018,Jun,2018-06-01
"Jun 10, 2018",0,2018,Jun,2018-06-01
"May 26, 2018",1,2018,May,2018-05-01
"May 27, 2018",1,2018,May,2018-05-01
"May 27, 2018",1,2018,May,2018-05-01
"May 25, 2018",1,2018,May,2018-05-01
"May 25, 2018",1,2018,May,2018-05-01
"May 25, 2018",1,2018,May,2018-05-01
"May 25, 2018",1,2018,May,2018-05-01
"May 21, 2018",1,2018,May,2018-05-01
"May 25, 2018",1,2018,May,2018-05-01
"May 25, 2018",1,2018,May,2018-05-01
"May 26, 2018",1,2018,May,2018-05-01
"May 22, 2018",1,2018,May,2018-05-01
"May 22, 2018",1,2018,May,2018-05-01
"May 24, 2018",1,2018,May,2018-05-01
"May 24, 2018",1,2018,May,2018-05-01
"Jun 8, 2018",0,2018,Jun,2018-06-01
"May 24, 2018",1,2018,May,2018-05-01
"May 24, 2018",1,2018,May,2018-05-01
"May 25, 2018",1,2018,May,2018-05-01
"Jun 5, 2018",1,2018,Jun,2018-06-01
"Jun 7, 2018",1,2018,Jun,2018-06-01
"May 23, 2018",1,2018,May,2018-05-01
"May 23, 2018",1,2018,May,2018-05-01
"May 23, 2018",1,2018,May,2018-05-01
"May 24, 2018",1,2018,May,2018-05-01
"May 24, 2018",1,2018,May,2018-05-01
"Jun 25, 2018",0,2018,Jun,2018-06-01
"Jun 7, 2018",1,2018,Jun,2018-06-01
"Jun 26, 2018",0,2018,Jun,2018-06-01
"May 21, 2018",1,2018,May,2018-05-01
"May 22, 2018",1,2018,May,2018-05-01
"May 22, 2018",1,2018,May,2018-05-01
"May 22, 2018",1,2018,May,2018-05-01
"May 23, 2018",1,2018,May,2018-05-01
"May 19, 2018",1,2018,May,2018-05-01
"May 23, 2018",1,2018,May,2018-05-01
"May 21, 2018",1,2018,May,2018-05-01
"May 21, 2018",1,2018,May,2018-05-01
"May 21, 2018",1,2018,May,2018-05-01
"May 22, 2018",1,2018,May,2018-05-01
"May 22, 2018",1,2018,May,2018-05-01
"May 22, 2018",1,2018,May,2018-05-01
"May 22, 2018",1,2018,May,2018-05-01
"May 22, 2018",1,2018,May,2018-05-01
"May 21, 2018",1,2018,May,2018-05-01
"May 21, 2018",1,2018,May,2018-05-01
"May 21, 2018",1,2018,May,2018-05-01
"May 21, 2018",1,2018,May,2018-05-01
"May 21, 2018",1,2018,May,2018-05-01
"May 21, 2018",1,2018,May,2018-05-01
"Jun 5, 2018",1,2018,Jun,2018-06-01
"May 21, 2018",1,2018,May,2018-05-01
"May 21, 2018",1,2018,May,2018-05-01
"May 21, 2018",1,2018,May,2018-05-01
"May 21, 2018",1,2018,May,2018-05-01
"May 21, 2018",1,2018,May,2018-05-01
"May 21, 2018",1,2018,May,2018-05-01
"Jun 5, 2018",0,2018,Jun,2018-06-01
"May 16, 2018",1,2018,May,2018-05-01
"May 20, 2018",1,2018,May,2018-05-01
"May 21, 2018",1,2018,May,2018-05-01
"May 21, 2018",1,2018,May,2018-05-01
"May 19, 2018",1,2018,May,2018-05-01
"May 20, 2018",1,2018,May,2018-05-01
"May 29, 2018",1,2018,May,2018-05-01
"May 18, 2018",1,2018,May,2018-05-01
"May 18, 2018",1,2018,May,2018-05-01
"May 18, 2018",1,2018,May,2018-05-01
"May 18, 2018",1,2018,May,2018-05-01
"May 19, 2018",1,2018,May,2018-05-01
"May 18, 2018",1,2018,May,2018-05-01
"May 18, 2018",1,2018,May,2018-05-01
"May 18, 2018",1,2018,May,2018-05-01
"May 18, 2018",1,2018,May,2018-05-01
"Jun 1, 2018",1,2018,Jun,2018-06-01
"May 17, 2018",1,2018,May,2018-05-01
"May 10, 2018",1,2018,May,2018-05-01
"May 14, 2018",1,2018,May,2018-05-01
"May 31, 2018",1,2018,May,2018-05-01
"May 31, 2018",1,2018,May,2018-05-01
"Jun 1, 2018",1,2018,Jun,2018-06-01
"May 16, 2018",1,2018,May,2018-05-01
"May 16, 2018",1,2018,May,2018-05-01
"May 16, 2018",1,2018,May,2018-05-01
"May 16, 2018",1,2018,May,2018-05-01
"May 30, 2018",1,2018,May,2018-05-01
"May 15, 2018",1,2018,May,2018-05-01
"May 15, 2018",1,2018,May,2018-05-01
"May 15, 2018",1,2018,May,2018-05-01
"May 16, 2018",1,2018,May,2018-05-01
"May 15, 2018",1,2018,May,2018-05-01
"May 15, 2018",1,2018,May,2018-05-01
"May 15, 2018",1,2018,May,2018-05-01
"May 15, 2018",1,2018,May,2018-05-01
"May 14, 2018",1,2018,May,2018-05-01
"May 14, 2018",1,2018,May,2018-05-01
"May 14, 2018",1,2018,May,2018-05-01
"May 14, 2018",1,2018,May,2018-05-01
"May 14, 2018",1,2018,May,2018-05-01
"May 28, 2018",1,2018,May,2018-05-01
"May 28, 2018",1,2018,May,2018-05-01
"May 13, 2018",1,2018,May,2018-05-01
"May 13, 2018",1,2018,May,2018-05-01
"May 13, 2018",1,2018,May,2018-05-01
"May 13, 2018",1,2018,May,2018-05-01
"May 14, 2018",1,2018,May,2018-05-01
"May 6, 2018",1,2018,May,2018-05-01
"May 13, 2018",1,2018,May,2018-05-01
"May 13, 2018",1,2018,May,2018-05-01
"May 13, 2018",1,2018,May,2018-05-01
"May 13, 2018",1,2018,May,2018-05-01
"May 25, 2018",1,2018,May,2018-05-01
"May 27, 2018",1,2018,May,2018-05-01
"May 28, 2018",1,2018,May,2018-05-01
"May 28, 2018",1,2018,May,2018-05-01
"May 13, 2018",1,2018,May,2018-05-01
"Jun 17, 2018",0,2018,Jun,2018-06-01
"May 12, 2018",1,2018,May,2018-05-01
"May 13, 2018",1,2018,May,2018-05-01
"May 11, 2018",1,2018,May,2018-05-01
"May 11, 2018",1,2018,May,2018-05-01
"May 11, 2018",1,2018,May,2018-05-01
"May 11, 2018",1,2018,May,2018-05-01
"May 11, 2018",1,2018,May,2018-05-01
"May 11, 2018",1,2018,May,2018-05-01
"May 25, 2018",1,2018,May,2018-05-01
"May 10, 2018",1,2018,May,2018-05-01
"May 10, 2018",1,2018,May,2018-05-01
"May 11, 2018",1,2018,May,2018-05-01
"Jun 14, 2018",0,2018,Jun,2018-06-01
"Jun 16, 2018",0,2018,Jun,2018-06-01
"Jun 16, 2018",0,2018,Jun,2018-06-01
"May 24, 2018",1,2018,May,2018-05-01
"May 9, 2018",1,2018,May,2018-05-01
"May 9, 2018",1,2018,May,2018-05-01
"Jun 14, 2018",0,2018,Jun,2018-06-01
"Jun 13, 2018",0,2018,Jun,2018-06-01
"May 9, 2018",1,2018,May,2018-05-01
"May 9, 2018",1,2018,May,2018-05-01
"May 23, 2018",1,2018,May,2018-05-01
"May 23, 2018",1,2018,May,2018-05-01
"May 6, 2018",1,2018,May,2018-05-01
"Jun 13, 2018",0,2018,Jun,2018-06-01
"May 8, 2018",1,2018,May,2018-05-01
"May 9, 2018",1,2018,May,2018-05-01
"May 7, 2018",1,2018,May,2018-05-01
"May 2, 2018",1,2018,May,2018-05-01
"May 21, 2018",1,2018,May,2018-05-01
"May 22, 2018",1,2018,May,2018-05-01
"May 22, 2018",1,2018,May,2018-05-01
"May 22, 2018",1,2018,May,2018-05-01
"Jun 11, 2018",0,2018,Jun,2018-06-01
"May 6, 2018",1,2018,May,2018-05-01
"May 6, 2018",1,2018,May,2018-05-01
"Jun 10, 2018",0,2018,Jun,2018-06-01
"May 7, 2018",1,2018,May,2018-05-01
"May 20, 2018",1,2018,May,2018-05-01
"May 5, 2018",1,2018,May,2018-05-01
"Jun 7, 2018",0,2018,Jun,2018-06-01
"Jun 10, 2018",0,2018,Jun,2018-06-01
"Apr 18, 2018",1,2018,Apr,2018-04-01
"May 5, 2018",1,2018,May,2018-05-01
"May 5, 2018",1,2018,May,2018-05-01
"May 5, 2018",1,2018,May,2018-05-01
"May 6, 2018",1,2018,May,2018-05-01
"May 17, 2018",1,2018,May,2018-05-01
"May 4, 2018",1,2018,May,2018-05-01
"May 4, 2018",1,2018,May,2018-05-01
"May 4, 2018",1,2018,May,2018-05-01
"May 4, 2018",1,2018,May,2018-05-01
"May 18, 2018",1,2018,May,2018-05-01
"May 3, 2018",1,2018,May,2018-05-01
"May 3, 2018",1,2018,May,2018-05-01
"May 3, 2018",1,2018,May,2018-05-01
"May 3, 2018",1,2018,May,2018-05-01
"May 3, 2018",1,2018,May,2018-05-01
"May 3, 2018",1,2018,May,2018-05-01
"May 17, 2018",1,2018,May,2018-05-01
"May 2, 2018",1,2018,May,2018-05-01
"May 3, 2018",1,2018,May,2018-05-01
"May 16, 2018",0,2018,May,2018-05-01
"Jun 8, 2018",0,2018,Jun,2018-06-01
"May 2, 2018",1,2018,May,2018-05-01
"May 14, 2018",1,2018,May,2018-05-01
"May 16, 2018",1,2018,May,2018-05-01
"May 1, 2018",1,2018,May,2018-05-01
"May 1, 2018",1,2018,May,2018-05-01
"May 1, 2018",1,2018,May,2018-05-01
"May 1, 2018",1,2018,May,2018-05-01
"May 1, 2018",1,2018,May,2018-05-01
"May 31, 2018",0,2018,May,2018-05-01
"May 1, 2018",1,2018,May,2018-05-01
"May 1, 2018",1,2018,May,2018-05-01
"Apr 30, 2018",1,2018,Apr,2018-04-01
"Apr 30, 2018",1,2018,Apr,2018-04-01
"Apr 30, 2018",1,2018,Apr,2018-04-01
"May 1, 2018",1,2018,May,2018-05-01
"May 14, 2018",0,2018,May,2018-05-01
"May 14, 2018",1,2018,May,2018-05-01
"May 15, 2018",1,2018,May,2018-05-01
"May 15, 2018",1,2018,May,2018-05-01
"Apr 29, 2018",1,2018,Apr,2018-04-01
"Apr 29, 2018",1,2018,Apr,2018-04-01
"Jun 4, 2018",0,2018,Jun,2018-06-01
"Apr 25, 2018",1,2018,Apr,2018-04-01
"Apr 29, 2018",1,2018,Apr,2018-04-01
"Apr 29, 2018",1,2018,Apr,2018-04-01
"May 13, 2018",1,2018,May,2018-05-01
"Apr 28, 2018",1,2018,Apr,2018-04-01
"Jun 3, 2018",0,2018,Jun,2018-06-01
"Apr 28, 2018",1,2018,Apr,2018-04-01
"May 11, 2018",0,2018,May,2018-05-01
"May 13, 2018",0,2018,May,2018-05-01
"Apr 27, 2018",1,2018,Apr,2018-04-01
"Apr 27, 2018",1,2018,Apr,2018-04-01
"Apr 28, 2018",1,2018,Apr,2018-04-01
"Apr 28, 2018",1,2018,Apr,2018-04-01
"May 7, 2018",1,2018,May,2018-05-01
"Apr 26, 2018",1,2018,Apr,2018-04-01
"Apr 26, 2018",1,2018,Apr,2018-04-01
"May 11, 2018",0,2018,May,2018-05-01
"May 10, 2018",1,2018,May,2018-05-01
"May 10, 2018",1,2018,May,2018-05-01
"May 10, 2018",1,2018,May,2018-05-01
"Apr 25, 2018",1,2018,Apr,2018-04-01
"Apr 25, 2018",1,2018,Apr,2018-04-01
"Apr 25, 2018",1,2018,Apr,2018-04-01
"Apr 26, 2018",1,2018,Apr,2018-04-01
"Apr 25, 2018",1,2018,Apr,2018-04-01
"Apr 26, 2018",1,2018,Apr,2018-04-01
"May 10, 2018",1,2018,May,2018-05-01
"May 10, 2018",1,2018,May,2018-05-01
"Apr 24, 2018",1,2018,Apr,2018-04-01
"Apr 24, 2018",1,2018,Apr,2018-04-01
"May 9, 2018",0,2018,May,2018-05-01
"May 9, 2018",0,2018,May,2018-05-01
"Apr 24, 2018",1,2018,Apr,2018-04-01
"Apr 24, 2018",1,2018,Apr,2018-04-01
"Apr 24, 2018",1,2018,Apr,2018-04-01
"May 8, 2018",1,2018,May,2018-05-01
"May 8, 2018",1,2018,May,2018-05-01
"Apr 22, 2018",1,2018,Apr,2018-04-01
"Apr 23, 2018",1,2018,Apr,2018-04-01
"Apr 23, 2018",1,2018,Apr,2018-04-01
"May 8, 2018",0,2018,May,2018-05-01
"May 8, 2018",0,2018,May,2018-05-01
"Apr 19, 2018",1,2018,Apr,2018-04-01
"Apr 23, 2018",1,2018,Apr,2018-04-01
"May 7, 2018",1,2018,May,2018-05-01
"May 7, 2018",1,2018,May,2018-05-01
"May 7, 2018",1,2018,May,2018-05-01
"May 8, 2018",1,2018,May,2018-05-01
"Apr 22, 2018",1,2018,Apr,2018-04-01
"Apr 22, 2018",1,2018,Apr,2018-04-01
"Apr 23, 2018",1,2018,Apr,2018-04-01
"Apr 17, 2018",1,2018,Apr,2018-04-01
"Apr 22, 2018",1,2018,Apr,2018-04-01
"Apr 22, 2018",1,2018,Apr,2018-04-01
"Apr 22, 2018",1,2018,Apr,2018-04-01
"Apr 22, 2018",1,2018,Apr,2018-04-01
"May 3, 2018",1,2018,May,2018-05-01
"May 6, 2018",1,2018,May,2018-05-01
"Apr 21, 2018",1,2018,Apr,2018-04-01
"Apr 22, 2018",1,2018,Apr,2018-04-01
"May 5, 2018",0,2018,May,2018-05-01
"May 6, 2018",0,2018,May,2018-05-01
"Apr 21, 2018",1,2018,Apr,2018-04-01
"Apr 21, 2018",1,2018,Apr,2018-04-01
"May 5, 2018",1,2018,May,2018-05-01
"Apr 20, 2018",1,2018,Apr,2018-04-01
"May 5, 2018",0,2018,May,2018-05-01
"May 24, 2018",0,2018,May,2018-05-01
"May 2, 2018",0,2018,May,2018-05-01
"Apr 16, 2018",1,2018,Apr,2018-04-01
"Apr 16, 2018",1,2018,Apr,2018-04-01
"Apr 20, 2018",1,2018,Apr,2018-04-01
"Apr 21, 2018",1,2018,Apr,2018-04-01
"May 4, 2018",1,2018,May,2018-05-01
"Apr 19, 2018",1,2018,Apr,2018-04-01
"Apr 19, 2018",1,2018,Apr,2018-04-01
"Apr 19, 2018",1,2018,Apr,2018-04-01
"May 4, 2018",0,2018,May,2018-05-01
"May 4, 2018",0,2018,May,2018-05-01
"Apr 16, 2018",1,2018,Apr,2018-04-01
"Apr 19, 2018",1,2018,Apr,2018-04-01
"May 3, 2018",1,2018,May,2018-05-01
"Apr 18, 2018",1,2018,Apr,2018-04-01
"May 3, 2018",0,2018,May,2018-05-01
"May 3, 2018",0,2018,May,2018-05-01
"Apr 19, 2018",1,2018,Apr,2018-04-01
"Apr 19, 2018",1,2018,Apr,2018-04-01
"May 2, 2018",1,2018,May,2018-05-01
"May 2, 2018",1,2018,May,2018-05-01
"Apr 16, 2018",1,2018,Apr,2018-04-01
"Apr 17, 2018",1,2018,Apr,2018-04-01
"Apr 17, 2018",1,2018,Apr,2018-04-01
"May 3, 2018",0,2018,May,2018-05-01
"Apr 17, 2018",1,2018,Apr,2018-04-01
"Apr 17, 2018",1,2018,Apr,2018-04-01
"Apr 18, 2018",1,2018,Apr,2018-04-01
"Apr 16, 2018",1,2018,Apr,2018-04-01
"Apr 15, 2018",1,2018,Apr,2018-04-01
"Apr 16, 2018",1,2018,Apr,2018-04-01
"Apr 16, 2018",1,2018,Apr,2018-04-01
"Apr 16, 2018",1,2018,Apr,2018-04-01
"May 22, 2018",0,2018,May,2018-05-01
"Mar 17, 2018",1,2018,Mar,2018-03-01
"Apr 15, 2018",1,2018,Apr,2018-04-01
"Apr 15, 2018",1,2018,Apr,2018-04-01
"Apr 16, 2018",1,2018,Apr,2018-04-01
"Apr 16, 2018",1,2018,Apr,2018-04-01
"Apr 30, 2018",1,2018,Apr,2018-04-01
"Apr 30, 2018",1,2018,Apr,2018-04-01
"Apr 14, 2018",1,2018,Apr,2018-04-01
"Apr 14, 2018",1,2018,Apr,2018-04-01
"Apr 29, 2018",0,2018,Apr,2018-04-01
"Apr 10, 2018",1,2018,Apr,2018-04-01
"Apr 14, 2018",1,2018,Apr,2018-04-01
"Apr 15, 2018",1,2018,Apr,2018-04-01
"Apr 26, 2018",0,2018,Apr,2018-04-01
"Apr 28, 2018",0,2018,Apr,2018-04-01
"Apr 14, 2018",1,2018,Apr,2018-04-01
"Apr 14, 2018",1,2018,Apr,2018-04-01
"Apr 27, 2018",1,2018,Apr,2018-04-01
"Apr 12, 2018",1,2018,Apr,2018-04-01
"Apr 12, 2018",1,2018,Apr,2018-04-01
"Apr 12, 2018",1,2018,Apr,2018-04-01
"Apr 12, 2018",1,2018,Apr,2018-04-01
"Apr 12, 2018",1,2018,Apr,2018-04-01
"May 16, 2018",0,2018,May,2018-05-01
"May 16, 2018",0,2018,May,2018-05-01
"May 19, 2018",0,2018,May,2018-05-01
"May 17, 2018",0,2018,May,2018-05-01
"Apr 12, 2018",1,2018,Apr,2018-04-01
"Apr 12, 2018",1,2018,Apr,2018-04-01
"May 18, 2018",0,2018,May,2018-05-01
"Apr 26, 2018",0,2018,Apr,2018-04-01
"Apr 11, 2018",1,2018,Apr,2018-04-01
"Apr 11, 2018",1,2018,Apr,2018-04-01
"Apr 25, 2018",1,2018,Apr,2018-04-01
"Apr 10, 2018",1,2018,Apr,2018-04-01
"Apr 16, 2018",0,2018,Apr,2018-04-01
"Apr 6, 2018",1,2018,Apr,2018-04-01
"Apr 6, 2018",1,2018,Apr,2018-04-01
"Apr 10, 2018",1,2018,Apr,2018-04-01
"Apr 10, 2018",1,2018,Apr,2018-04-01
"Apr 10, 2018",1,2018,Apr,2018-04-01
"Apr 11, 2018",1,2018,Apr,2018-04-01
"Apr 9, 2018",1,2018,Apr,2018-04-01
"Apr 9, 2018",1,2018,Apr,2018-04-01
"Apr 10, 2018",1,2018,Apr,2018-04-01
"Apr 9, 2018",1,2018,Apr,2018-04-01
"Apr 9, 2018",1,2018,Apr,2018-04-01
"Apr 9, 2018",1,2018,Apr,2018-04-01
"Apr 9, 2018",1,2018,Apr,2018-04-01
"Apr 9, 2018",1,2018,Apr,2018-04-01
"Apr 9, 2018",1,2018,Apr,2018-04-01
"Apr 9, 2018",1,2018,Apr,2018-04-01
"Apr 9, 2018",1,2018,Apr,2018-04-01
"May 14, 2018",0,2018,May,2018-05-01
"Apr 22, 2018",1,2018,Apr,2018-04-01
"Apr 23, 2018",1,2018,Apr,2018-04-01
